COUNTRY,ISO_CODE,DATE,TOTAL_VACCINATIONS,PEOPLE_VACCINATED,PEOPLE_FULLY_VACCINATED,DAILY_VACCINATIONS_RAW,DAILY_VACCINATIONS,TOTAL_VACCINATIONS_PER_HUNDRED,PEOPLE_VACCINATED_PER_HUNDRED,PEOPLE_FULLY_VACCINATED_PER_HUNDRED,DAILY_VACCINATIONS_PER_MILLION,VACCINES,SOURCE_NAME,SOURCE_WEBSITE
ANDORRA,AND,2023-06-06,22423055.0,13453833.0,8969222.0,5687.0,5687.0,224.23,134.54,89.69,568.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-07,22455576.0,13473345.6,8982230.4,32521.0,32521.0,224.56,134.73,89.82,3252.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-08,22460242.0,13476145.2,8984096.8,4666.0,4666.0,224.6,134.76,89.84,466.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-09,22485015.0,13491009.0,8994006.0,24773.0,24773.0,224.85,134.91,89.94,2477.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-10,22527261.0,13516356.6,9010904.4,42246.0,42246.0,225.27,135.16,90.11,4224.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-11,22536660.0,13521996.0,9014664.0,9399.0,9399.0,225.37,135.22,90.15,939.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-12,22558917.0,13535350.2,9023566.8,22257.0,22257.0,225.59,135.35,90.24,2225.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-13,22569449.0,13541669.4,9027779.6,10532.0,10532.0,225.69,135.42,90.28,1053.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-14,22598376.0,13559025.6,9039350.4,28927.0,28927.0,225.98,135.59,90.39,2892.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-15,22623175.0,13573905.0,9049270.0,24799.0,24799.0,226.23,135.74,90.49,2479.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-16,22652089.0,13591253.4,9060835.6,28914.0,28914.0,226.52,135.91,90.61,2891.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-17,22655409.0,13593245.4,9062163.6,3320.0,3320.0,226.55,135.93,90.62,332.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-18,22693079.0,13615847.4,9077231.6,37670.0,37670.0,226.93,136.16,90.77,3767.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-19,22696560.0,13617936.0,9078624.0,3481.0,3481.0,226.97,136.18,90.79,348.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-20,22701784.0,13621070.4,9080713.6,5224.0,5224.0,227.02,136.21,90.81,522.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-21,22707018.0,13624210.799999999,9082807.200000001,5234.0,5234.0,227.07,136.24,90.83,523.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-22,22711978.0,13627186.799999999,9084791.200000001,4960.0,4960.0,227.12,136.27,90.85,496.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-23,22760964.0,13656578.4,9104385.6,48986.0,48986.0,227.61,136.57,91.04,4898.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-24,22809528.0,13685716.799999999,9123811.200000001,48564.0,48564.0,228.1,136.86,91.24,4856.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-25,22840696.0,13704417.6,9136278.4,31168.0,31168.0,228.41,137.04,91.36,3116.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-26,22867647.0,13720588.2,9147058.8,26951.0,26951.0,228.68,137.21,91.47,2695.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-27,22874252.0,13724551.2,9149700.8,6605.0,6605.0,228.74,137.25,91.5,660.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-28,22918917.0,13751350.2,9167566.8,44665.0,44665.0,229.19,137.51,91.68,4466.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-29,22949774.0,13769864.4,9179909.6,30857.0,30857.0,229.5,137.7,91.8,3085.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-06-30,22996273.0,13797763.799999999,9198509.200000001,46499.0,46499.0,229.96,137.98,91.99,4649.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-01,23009772.0,13805863.2,9203908.8,13499.0,13499.0,230.1,138.06,92.04,1349.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-02,23041517.0,13824910.2,9216606.8,31745.0,31745.0,230.42,138.25,92.17,3174.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-03,23082895.0,13849737.0,9233158.0,41378.0,41378.0,230.83,138.5,92.33,4137.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-04,23110822.0,13866493.2,9244328.8,27927.0,27927.0,231.11,138.66,92.44,2792.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-05,23148701.0,13889220.6,9259480.4,37879.0,37879.0,231.49,138.89,92.59,3787.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-06,23154214.0,13892528.4,9261685.6,5513.0,5513.0,231.54,138.93,92.62,551.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-07,23194790.0,13916874.0,9277916.0,40576.0,40576.0,231.95,139.17,92.78,4057.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-08,23238016.0,13942809.6,9295206.4,43226.0,43226.0,232.38,139.43,92.95,4322.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-09,23269353.0,13961611.799999999,9307741.200000001,31337.0,31337.0,232.69,139.62,93.08,3133.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-10,23307334.0,13984400.4,9322933.6,37981.0,37981.0,233.07,139.84,93.23,3798.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-11,23327534.0,13996520.4,9331013.6,20200.0,20200.0,233.28,139.97,93.31,2020.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-12,23329547.0,13997728.2,9331818.8,2013.0,2013.0,233.3,139.98,93.32,201.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-13,23343842.0,14006305.2,9337536.8,14295.0,14295.0,233.44,140.06,93.38,1429.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-14,23351395.0,14010837.0,9340558.0,7553.0,7553.0,233.51,140.11,93.41,755.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-15,23372385.0,14023431.0,9348954.0,20990.0,20990.0,233.72,140.23,93.49,2099.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-16,23396025.0,14037615.0,9358410.0,23640.0,23640.0,233.96,140.38,93.58,2364.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-17,23425399.0,14055239.4,9370159.6,29374.0,29374.0,234.25,140.55,93.7,2937.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-18,23446813.0,14068087.799999999,9378725.200000001,21414.0,21414.0,234.47,140.68,93.79,2141.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-19,23479463.0,14087677.799999999,9391785.200000001,32650.0,32650.0,234.79,140.88,93.92,3265.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-20,23519091.0,14111454.6,9407636.4,39628.0,39628.0,235.19,141.11,94.08,3962.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-21,23525357.0,14115214.2,9410142.8,6266.0,6266.0,235.25,141.15,94.1,626.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-22,23543376.0,14126025.6,9417350.4,18019.0,18019.0,235.43,141.26,94.17,1801.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-23,23589294.0,14153576.4,9435717.6,45918.0,45918.0,235.89,141.54,94.36,4591.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-24,23604503.0,14162701.799999999,9441801.200000001,15209.0,15209.0,236.05,141.63,94.42,1520.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-25,23651800.0,14191080.0,9460720.0,47297.0,47297.0,236.52,141.91,94.61,4729.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-26,23680911.0,14208546.6,9472364.4,29111.0,29111.0,236.81,142.09,94.72,2911.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-27,23715214.0,14229128.4,9486085.6,34303.0,34303.0,237.15,142.29,94.86,3430.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-28,23763961.0,14258376.6,9505584.4,48747.0,48747.0,237.64,142.58,95.06,4874.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-29,23781502.0,14268901.2,9512600.8,17541.0,17541.0,237.82,142.69,95.13,1754.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-30,23806694.0,14284016.4,9522677.6,25192.0,25192.0,238.07,142.84,95.23,2519.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-07-31,23821850.0,14293110.0,9528740.0,15156.0,15156.0,238.22,142.93,95.29,1515.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-01,23844942.0,14306965.2,9537976.8,23092.0,23092.0,238.45,143.07,95.38,2309.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-02,23869889.0,14321933.4,9547955.6,24947.0,24947.0,238.7,143.22,95.48,2494.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-03,23889283.0,14333569.799999999,9555713.200000001,19394.0,19394.0,238.89,143.34,95.56,1939.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-04,23925491.0,14355294.6,9570196.4,36208.0,36208.0,239.25,143.55,95.7,3620.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-05,23937354.0,14362412.4,9574941.6,11863.0,11863.0,239.37,143.62,95.75,1186.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-06,23946292.0,14367775.2,9578516.8,8938.0,8938.0,239.46,143.68,95.79,893.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-07,23995178.0,14397106.799999999,9598071.200000001,48886.0,48886.0,239.95,143.97,95.98,4888.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-08,24029270.0,14417562.0,9611708.0,34092.0,34092.0,240.29,144.18,96.12,3409.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-09,24062049.0,14437229.4,9624819.6,32779.0,32779.0,240.62,144.37,96.25,3277.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-10,24104808.0,14462884.799999999,9641923.200000001,42759.0,42759.0,241.05,144.63,96.42,4275.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-11,24133778.0,14480266.799999999,9653511.200000001,28970.0,28970.0,241.34,144.8,96.54,2897.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-12,24181774.0,14509064.4,9672709.6,47996.0,47996.0,241.82,145.09,96.73,4799.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-13,24195770.0,14517462.0,9678308.0,13996.0,13996.0,241.96,145.17,96.78,1399.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-14,24215521.0,14529312.6,9686208.4,19751.0,19751.0,242.16,145.29,96.86,1975.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-15,24255202.0,14553121.2,9702080.8,39681.0,39681.0,242.55,145.53,97.02,3968.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-16,24266107.0,14559664.2,9706442.8,10905.0,10905.0,242.66,145.6,97.06,1090.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-17,24279970.0,14567982.0,9711988.0,13863.0,13863.0,242.8,145.68,97.12,1386.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-18,24290575.0,14574345.0,9716230.0,10605.0,10605.0,242.91,145.74,97.16,1060.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-19,24303201.0,14581920.6,9721280.4,12626.0,12626.0,243.03,145.82,97.21,1262.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-20,24346390.0,14607834.0,9738556.0,43189.0,43189.0,243.46,146.08,97.39,4318.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-21,24368138.0,14620882.799999999,9747255.200000001,21748.0,21748.0,243.68,146.21,97.47,2174.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-22,24401102.0,14640661.2,9760440.8,32964.0,32964.0,244.01,146.41,97.6,3296.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-23,24418103.0,14650861.799999999,9767241.200000001,17001.0,17001.0,244.18,146.51,97.67,1700.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-24,24450887.0,14670532.2,9780354.8,32784.0,32784.0,244.51,146.71,97.8,3278.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-25,24457162.0,14674297.2,9782864.8,6275.0,6275.0,244.57,146.74,97.83,627.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-26,24463851.0,14678310.6,9785540.4,6689.0,6689.0,244.64,146.78,97.86,668.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-27,24492279.0,14695367.4,9796911.6,28428.0,28428.0,244.92,146.95,97.97,2842.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-28,24523308.0,14713984.799999999,9809323.200000001,31029.0,31029.0,245.23,147.14,98.09,3102.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-29,24535374.0,14721224.4,9814149.6,12066.0,12066.0,245.35,147.21,98.14,1206.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-30,24579037.0,14747422.2,9831614.8,43663.0,43663.0,245.79,147.47,98.32,4366.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-08-31,24592564.0,14755538.4,9837025.6,13527.0,13527.0,245.93,147.56,98.37,1352.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-01,24621693.0,14773015.799999999,9848677.200000001,29129.0,29129.0,246.22,147.73,98.49,2912.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-02,24649425.0,14789655.0,9859770.0,27732.0,27732.0,246.49,147.9,98.6,2773.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-03,24660414.0,14796248.4,9864165.6,10989.0,10989.0,246.6,147.96,98.64,1098.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-04,24708517.0,14825110.2,9883406.8,48103.0,48103.0,247.09,148.25,98.83,4810.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-05,24721773.0,14833063.799999999,9888709.200000001,13256.0,13256.0,247.22,148.33,98.89,1325.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-06,24755537.0,14853322.2,9902214.8,33764.0,33764.0,247.56,148.53,99.02,3376.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-07,24790868.0,14874520.799999999,9916347.200000001,35331.0,35331.0,247.91,148.75,99.16,3533.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-08,24804055.0,14882433.0,9921622.0,13187.0,13187.0,248.04,148.82,99.22,1318.7,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-09,24848917.0,14909350.2,9939566.8,44862.0,44862.0,248.49,149.09,99.4,4486.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-10,24880291.0,14928174.6,9952116.4,31374.0,31374.0,248.8,149.28,99.52,3137.4,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-11,24884757.0,14930854.2,9953902.8,4466.0,4466.0,248.85,149.31,99.54,446.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-12,24929130.0,14957478.0,9971652.0,44373.0,44373.0,249.29,149.57,99.72,4437.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-13,24945576.0,14967345.6,9978230.4,16446.0,16446.0,249.46,149.67,99.78,1644.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-14,24955629.0,14973377.4,9982251.6,10053.0,10053.0,249.56,149.73,99.82,1005.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-15,24985572.0,14991343.2,9994228.8,29943.0,29943.0,249.86,149.91,99.94,2994.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-16,25004717.0,15002830.2,10001886.8,19145.0,19145.0,250.05,150.03,100.02,1914.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-17,25049559.0,15029735.4,10019823.6,44842.0,44842.0,250.5,150.3,100.2,4484.2,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-18,25080065.0,15048039.0,10032026.0,30506.0,30506.0,250.8,150.48,100.32,3050.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-19,25087475.0,15052485.0,10034990.0,7410.0,7410.0,250.87,150.52,100.35,741.0,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-20,25125596.0,15075357.6,10050238.4,38121.0,38121.0,251.26,150.75,100.5,3812.1,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-21,25169602.0,15101761.2,10067840.8,44006.0,44006.0,251.7,151.02,100.68,4400.6,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-22,25188850.0,15113310.0,10075540.0,19248.0,19248.0,251.89,151.13,100.76,1924.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-23,25221418.0,15132850.799999999,10088567.200000001,32568.0,32568.0,252.21,151.33,100.89,3256.8,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-24,25228147.0,15136888.2,10091258.8,6729.0,6729.0,252.28,151.37,100.91,672.9,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-25,25277900.0,15166740.0,10111160.0,49753.0,49753.0,252.78,151.67,101.11,4975.3,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-26,25316385.0,15189831.0,10126554.0,38485.0,38485.0,253.16,151.9,101.27,3848.5,PFIZER,WHO,HTTPS://WHO.INT
ANDORRA,AND,2023-09-27,25330288.0,15198172.799999999,10132115.200000001,13903.0,13903.0,253.3,151.98,101.32,1390.3,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-01,15006.0,9003.6,6002.400000000001,15006.0,15006.0,0.15,0.09,0.06,1500.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-02,58270.0,34962.0,23308.0,43264.0,43264.0,0.58,0.35,0.23,4326.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-03,83648.0,50188.799999999996,33459.200000000004,25378.0,25378.0,0.84,0.5,0.33,2537.8,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-04,96932.0,58159.2,38772.8,13284.0,13284.0,0.97,0.58,0.39,1328.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-05,107174.0,64304.399999999994,42869.600000000006,10242.0,10242.0,1.07,0.64,0.43,1024.2,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-06,131056.0,78633.59999999999,52422.4,23882.0,23882.0,1.31,0.79,0.52,2388.2,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-07,179634.0,107780.4,71853.6,48578.0,48578.0,1.8,1.08,0.72,4857.8,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-08,185858.0,111514.8,74343.2,6224.0,6224.0,1.86,1.12,0.74,622.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-09,205055.0,123033.0,82022.0,19197.0,19197.0,2.05,1.23,0.82,1919.7,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-10,207858.0,124714.79999999999,83143.20000000001,2803.0,2803.0,2.08,1.25,0.83,280.3,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-11,225537.0,135322.19999999998,90214.8,17679.0,17679.0,2.26,1.35,0.9,1767.9,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-12,270060.0,162036.0,108024.0,44523.0,44523.0,2.7,1.62,1.08,4452.3,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-13,286983.0,172189.8,114793.20000000001,16923.0,16923.0,2.87,1.72,1.15,1692.3,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-14,323878.0,194326.8,129551.20000000001,36895.0,36895.0,3.24,1.94,1.3,3689.5,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-15,333094.0,199856.4,133237.6,9216.0,9216.0,3.33,2.0,1.33,921.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-16,382798.0,229678.8,153119.2,49704.0,49704.0,3.83,2.3,1.53,4970.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-17,419767.0,251860.19999999998,167906.80000000002,36969.0,36969.0,4.2,2.52,1.68,3696.9,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-18,450377.0,270226.2,180150.80000000002,30610.0,30610.0,4.5,2.7,1.8,3061.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-19,462787.0,277672.2,185114.80000000002,12410.0,12410.0,4.63,2.78,1.85,1241.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-20,468892.0,281335.2,187556.80000000002,6105.0,6105.0,4.69,2.81,1.88,610.5,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-21,492054.0,295232.39999999997,196821.6,23162.0,23162.0,4.92,2.95,1.97,2316.2,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-22,509860.0,305916.0,203944.0,17806.0,17806.0,5.1,3.06,2.04,1780.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-23,528459.0,317075.39999999997,211383.6,18599.0,18599.0,5.28,3.17,2.11,1859.9,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-24,551680.0,331008.0,220672.0,23221.0,23221.0,5.52,3.31,2.21,2322.1,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-25,573943.0,344365.8,229577.2,22263.0,22263.0,5.74,3.44,2.3,2226.3,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-26,597925.0,358755.0,239170.0,23982.0,23982.0,5.98,3.59,2.39,2398.2,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-27,627240.0,376344.0,250896.0,29315.0,29315.0,6.27,3.76,2.51,2931.5,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-28,633804.0,380282.39999999997,253521.6,6564.0,6564.0,6.34,3.8,2.54,656.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-29,635003.0,381001.8,254001.2,1199.0,1199.0,6.35,3.81,2.54,119.9,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-30,672658.0,403594.8,269063.2,37655.0,37655.0,6.73,4.04,2.69,3765.5,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-01-31,714874.0,428924.39999999997,285949.60000000003,42216.0,42216.0,7.15,4.29,2.86,4221.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-01,751454.0,450872.39999999997,300581.60000000003,36580.0,36580.0,7.51,4.51,3.01,3658.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-02,759849.0,455909.39999999997,303939.60000000003,8395.0,8395.0,7.6,4.56,3.04,839.5,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-03,764285.0,458571.0,305714.0,4436.0,4436.0,7.64,4.59,3.06,443.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-04,779599.0,467759.39999999997,311839.60000000003,15314.0,15314.0,7.8,4.68,3.12,1531.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-05,817159.0,490295.39999999997,326863.60000000003,37560.0,37560.0,8.17,4.9,3.27,3756.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-06,852633.0,511579.8,341053.2,35474.0,35474.0,8.53,5.12,3.41,3547.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-07,884104.0,530462.4,353641.60000000003,31471.0,31471.0,8.84,5.3,3.54,3147.1,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-08,894222.0,536533.2,357688.80000000005,10118.0,10118.0,8.94,5.37,3.58,1011.8,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-09,934051.0,560430.6,373620.4,39829.0,39829.0,9.34,5.6,3.74,3982.9,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-10,981327.0,588796.2,392530.80000000005,47276.0,47276.0,9.81,5.89,3.93,4727.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-11,1000169.0,600101.4,400067.60000000003,18842.0,18842.0,10.0,6.0,4.0,1884.2,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-12,1049579.0,629747.4,419831.60000000003,49410.0,49410.0,10.5,6.3,4.2,4941.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-13,1093109.0,655865.4,437243.60000000003,43530.0,43530.0,10.93,6.56,4.37,4353.0,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-14,1134443.0,680665.7999999999,453777.2,41334.0,41334.0,11.34,6.81,4.54,4133.4,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-15,1147059.0,688235.4,458823.60000000003,12616.0,12616.0,11.47,6.88,4.59,1261.6,PFIZER,WHO,HTTPS://WHO.INT
ANGOLA,ANG,2021-02-16,1196070.0,717642.0,478428.0,49011.0,49011.0,11.96,7.18,4.78,4901.1,PFIZER,WHO,HTTPS://WHO.INT
