COUNTRY_REGION,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANTIGUA_AND_BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BHUTAN
2033-04-06,2440,4527,3983,4918,72,4186,4211,4712,1353,1317,1452,1914,3234,3379,4260,4211,1552,2052,2001,4701
2033-04-07,3459,1031,4510,3216,602,1856,3649,1997,3058,1183,865,4949,2562,4719,1302,4896,4844,1422,1323,3797
2033-04-08,4455,3393,3827,3849,802,2607,565,3807,2774,4250,1373,62,4311,197,1373,4280,549,43,4504,3924
2033-04-09,1727,4509,88,2222,4310,4825,2658,1074,1734,3510,3024,3709,206,3262,3890,4634,4561,1273,584,30
2033-04-10,1740,4005,4211,4507,1592,2315,1725,4359,3316,220,2330,4219,1350,1744,2751,4039,2370,3767,961,962
2033-04-11,484,1665,1288,3224,2631,4050,61,1796,3666,1212,1156,2536,4784,4458,2015,4867,2190,4874,28,3629
2033-04-12,4,3310,96,100,2162,3421,766,3109,1951,1518,4014,2054,3941,3696,2610,4469,239,609,3139,2056
2033-04-13,1564,2987,2825,2947,595,1665,436,879,3127,3828,1243,4703,4261,3353,2701,4180,1435,689,2514,4894
2033-04-14,3306,3335,2977,1897,590,1375,3096,1952,1583,4466,2285,4958,3172,1570,4792,3596,360,2586,2869,3117
2033-04-15,4185,4383,1701,954,3261,2004,2895,4982,4187,3512,717,649,701,858,4421,3009,4850,3889,624,2013
2033-04-16,1535,2250,4731,1058,3438,1844,3032,4316,4497,142,676,1890,2293,3821,2942,3933,3758,247,592,4265
2033-04-17,2955,3618,834,2512,746,2824,3819,2404,100,313,2316,3032,3071,3753,13,949,4409,1688,298,543
2033-04-18,2923,701,2747,2893,3888,2196,257,1095,1043,363,4414,1497,897,4357,323,1268,3955,2069,4991,291
2033-04-19,517,3647,281,4561,1296,1980,2256,4301,3468,3266,4555,4672,153,3381,2235,137,1962,2830,313,4113
2033-04-20,1822,1278,3329,2538,136,1604,3438,3150,1572,3171,3944,3066,4780,2823,2813,4754,1294,98,166,4360
2033-04-21,3379,4286,2399,3531,2064,895,1077,2480,2246,981,4614,2055,3882,4463,3853,3536,2212,1893,3827,2963
2033-04-22,3701,2260,257,2054,1165,433,142,3604,992,2693,2171,1972,4707,3376,1037,1095,3621,4004,3456,1217
2033-04-23,1019,3372,4791,11,2227,583,447,1156,1730,2571,359,1617,3513,2567,576,2101,2698,1003,468,2381
2033-04-24,3441,2266,3937,3245,1362,2081,2017,343,1206,723,1832,4170,3509,1559,678,1192,2948,4105,36,221
2033-04-25,900,560,3549,614,2407,724,3580,3331,2137,570,4140,1211,4232,4057,4322,1230,4311,1540,4768,539
2033-04-26,1607,3550,2609,353,1201,3533,633,2724,3045,1412,4178,3356,3058,3342,4897,3945,2352,3396,1553,598
2033-04-27,4253,4490,4326,3260,4157,3572,1309,1256,3128,3096,3807,728,2973,312,936,4665,4562,1888,432,2708
2033-04-28,3716,4387,4777,3968,4394,4687,2921,2722,1173,3403,4470,343,3875,674,2558,23,4707,4663,4626,2705
2033-04-29,4837,1887,3345,3726,1540,2537,3838,3450,4289,4874,1985,3899,3832,3788,2613,867,3983,1549,2208,660
2033-04-30,3387,1713,2039,1963,1710,4717,2683,1158,3018,4362,1882,854,1418,1435,3037,3357,3490,3860,4394,2907
2033-05-01,1758,3444,4864,3070,948,464,3443,1969,1416,4042,3782,2434,2468,968,4672,3233,2810,3036,4126,3295
2033-05-02,4369,1204,380,1843,4031,2774,1940,4451,3093,3090,661,2168,1677,2912,3227,2296,4057,3083,4519,1793
2033-05-03,1447,1847,15,322,1219,1445,3132,3040,156,3870,4408,4174,1913,1286,168,2790,2798,200,4314,3567
2033-05-04,4027,1951,108,3767,1845,1533,4535,1204,1114,2016,3044,2241,3546,1184,60,3915,523,186,1124,4036
2033-05-05,4649,4920,1462,2795,2119,4714,2623,941,3210,1392,2582,3524,2172,4232,1325,2355,1511,3430,836,2101
2033-05-06,756,1500,4455,2720,1106,155,3272,3437,776,1261,1079,609,1597,403,3469,3995,1776,3741,1465,3028
2033-05-07,4564,4588,2801,3375,1281,2240,2550,2465,3284,692,1628,3078,3705,4863,4450,3447,2166,739,4505,2860
2033-05-08,3719,2220,646,4081,2331,671,2995,2349,1249,4000,4269,401,2005,1480,4029,3940,326,346,2975,3891
2033-05-09,2967,4962,2739,315,3229,478,319,2496,818,3194,1976,3976,629,4266,735,2460,1363,764,742,2920
2033-05-10,3455,544,176,2174,759,2276,4607,3,1259,3070,3666,436,3748,1956,3063,3340,3509,3069,3258,1810
2033-05-11,957,940,2674,3844,2408,2049,156,3633,261,3324,2623,4974,3249,3868,2654,4042,324,4971,4368,4754
2033-05-12,876,3237,1370,4403,190,2339,3404,2581,570,2433,4139,2846,4824,3483,602,958,400,4360,467,3657
2033-05-13,106,688,932,3411,3843,1398,4146,2330,3655,77,2810,4026,2378,4854,3716,4172,1326,3584,4093,1071
2033-05-14,2122,4278,1711,3241,3809,353,456,3468,701,3461,258,4166,3180,1413,4847,2217,3749,3810,4750,4113
2033-05-15,1277,2127,3423,724,1887,4257,4521,732,4722,2748,934,3472,2946,1255,1928,1537,2920,600,2989,939
2033-05-16,1140,2835,3203,3896,1160,513,4683,864,782,3978,3722,3469,3716,2352,392,28,4240,2803,2481,2357
2033-05-17,4648,254,3551,2383,4157,4,872,3939,4102,1262,1557,727,4789,4191,2229,4085,1308,3610,2941,4546
2033-05-18,3524,1273,251,3527,2099,629,4051,1914,1946,806,3143,1676,1680,3647,4290,3557,1484,65,4607,3577
2033-05-19,3903,255,4500,537,559,4771,2955,2745,1755,2993,1467,3307,1142,3029,2176,2965,1612,2352,4330,3192
2033-05-20,2132,4782,3508,578,221,4837,674,3187,1479,2713,1854,3937,574,4806,1827,3519,203,4715,393,297
2033-05-21,1107,2501,4447,4423,4748,2414,1515,1481,3613,4567,3481,1132,1904,3651,4780,1512,563,565,1871,1883
2033-05-22,2502,1846,507,3878,574,1205,2870,2440,418,1724,1439,3692,3620,2409,3176,3333,2104,4955,3241,30
2033-05-23,955,3330,393,1184,882,1146,1805,811,3239,1253,1553,1629,3211,1112,2148,2189,305,888,3295,1597
2033-05-24,2974,1247,2349,468,719,3812,3193,843,4644,4332,4566,2126,1981,1334,867,2913,437,1151,3074,2172
2033-05-25,2520,4734,3965,2414,3129,1578,988,4675,600,2815,3881,4473,880,3052,2365,1682,526,1448,4325,2369
2033-05-26,3213,3254,3747,1078,2060,2302,4053,3417,3729,1399,3896,219,2881,4095,1889,3152,2870,868,905,4080
2033-05-27,1522,4016,3789,3075,4773,4832,4021,4766,4955,4723,4973,1800,1703,4012,2778,2403,794,2364,3181,3805
2033-05-28,1211,545,847,4026,3275,2862,3723,2071,2920,1528,1234,2613,2981,4719,4715,4539,2546,3743,3029,1085
2033-05-29,3492,4576,3309,4488,3891,4386,1587,4094,3546,4961,2695,505,4262,2003,4296,3067,3225,2821,1282,4063
2033-05-30,1048,3333,747,3861,3167,1755,4374,1780,1608,1378,3171,722,1589,4547,2456,3788,2144,2745,2400,1200
2033-05-31,2819,3822,1111,1672,3821,4835,4385,2692,2788,2670,1717,2920,4178,3272,4395,4123,4670,4441,3537,953
2033-06-01,3449,4036,3308,3701,3752,3734,585,2594,4932,1203,1559,2152,4535,2311,843,798,3527,1121,2036,919
2033-06-02,747,1563,3279,4653,2130,4496,3202,4807,514,1262,325,228,2162,3492,3348,3425,522,1212,1780,828
2033-06-03,2066,1077,2940,4690,2959,2615,2998,2050,2610,572,4294,2037,1892,3139,1907,1861,2685,2346,3888,4101
2033-06-04,771,3372,4879,3807,1325,1047,2260,4229,3729,855,428,1690,3710,1407,1162,1165,6,3526,1603,1922
2033-06-05,641,2528,1452,2676,1128,2121,1419,3679,1118,1523,2053,383,893,970,1692,3970,2735,1455,21,3540
2033-06-06,4588,1976,1632,3258,2508,4706,1059,1053,1035,2859,1115,1010,3105,1895,1470,3382,2888,3179,2892,2003
2033-06-07,1189,1364,1277,2623,1038,1331,2401,17,2278,1319,4937,944,1176,656,240,1753,202,4283,4224,3965
2033-06-08,1924,4375,416,2736,4546,1446,1573,3298,4341,1196,1657,881,4551,2305,4491,227,3669,468,4667,1998
2033-06-09,2202,1244,3137,57,4757,1600,3933,4535,1638,1302,4786,4530,2471,4882,2573,312,4200,208,342,4688
2033-06-10,1720,13,3806,4213,4118,70,412,4443,2250,2161,3188,4401,4682,1064,4857,2266,4749,2272,2158,752
2033-06-11,2175,2727,4548,213,481,167,2249,1274,4011,3603,3012,900,2506,4984,1208,2881,4014,2626,2133,626
2033-06-12,3078,4559,2322,4764,4647,714,1283,1503,3741,1873,2787,1808,1500,1691,2000,764,3015,2268,4860,1714
2033-06-13,2020,3916,266,164,498,1131,1180,1131,123,704,2640,1158,3783,1488,4225,312,507,1072,4284,1645
2033-06-14,4654,4666,3670,4238,919,3738,2045,2891,2633,1899,4818,4451,1226,1165,2615,1372,3929,843,3530,317
2033-06-15,790,4625,1309,230,2508,3683,479,3840,3522,324,2608,676,2769,1568,902,670,4160,569,3887,4071
2033-06-16,128,1957,132,2129,1929,3482,4337,4503,3229,889,4494,3609,1384,3794,4666,343,1470,4600,2539,4534
2033-06-17,1639,3040,4392,4998,2593,1666,2833,2880,4594,3768,1238,4792,4438,1974,3916,1110,2388,3975,1167,3334
2033-06-18,353,828,4411,3231,37,3530,1928,4312,2976,1142,481,1347,2224,2656,1157,4223,370,3373,4977,4761
2033-06-19,3853,25,2836,504,523,4605,4174,2554,852,4724,4749,62,1278,4376,571,2967,3486,417,668,1000
2033-06-20,631,2003,1234,4612,2438,1308,747,4364,368,1374,530,59,674,3395,96,1755,2034,357,3688,694
2033-06-21,933,4852,4522,1192,198,2744,499,445,205,1457,2663,3754,3430,3048,3189,4906,3264,2591,886,4738
2033-06-22,1971,4931,2326,1857,2260,4016,934,3124,4776,3760,3928,1080,2163,3852,3356,2898,4274,4253,1473,465
2033-06-23,1846,3058,3769,2197,3253,4234,4341,3515,2710,4703,4806,4660,559,3236,2046,4292,4055,4764,3030,3673
2033-06-24,4340,1418,1937,2485,461,4955,2445,2642,4979,92,2806,3863,3653,3790,2491,4342,1656,674,2031,3291
2033-06-25,4423,92,1502,3717,1894,2428,743,513,1442,1948,916,3995,4955,375,719,2233,4937,3976,3669,4653
2033-06-26,2115,2832,3122,3015,944,1392,1542,161,1858,3794,4939,3365,2355,2542,2224,2811,3887,3976,1656,3018
2033-06-27,2367,1914,2074,2960,2522,2794,4821,3949,4094,1410,4464,4403,1924,3242,4084,4509,1683,2000,1350,2187
2033-06-28,605,3238,4336,939,93,1387,2844,4904,1907,4100,667,2376,3266,222,1609,3681,2994,1985,4247,2224
2033-06-29,205,2907,3082,4600,3076,3783,1425,2894,3091,2592,1557,2036,9,2832,3984,4778,4921,4528,3040,2238
2033-06-30,673,990,737,2101,906,151,3098,3608,2614,4711,1218,608,4114,716,3630,4526,2030,3846,2295,4208
2033-07-01,394,3605,3522,3479,4286,4163,2910,2559,2288,2750,518,362,4347,2972,4764,4508,3530,2690,4621,1560
2033-07-02,3731,4829,3564,171,3119,2190,1428,4968,2457,404,4715,4000,2118,3951,4797,1420,3214,1603,3889,2917
2033-07-03,2223,170,1076,1038,2866,304,500,4502,172,3075,1801,930,4254,307,0,4901,1342,3347,588,4010
2033-07-04,2340,1936,3109,3611,3051,2217,1582,3258,4360,1994,3658,3923,1293,4116,4837,4129,2220,363,543,405
2033-07-05,815,4302,1503,796,2840,3128,3440,2528,4580,2949,4277,1462,2064,2120,4642,1731,1127,4952,4437,1949
2033-07-06,2535,1142,2681,2217,1390,1434,1137,510,3349,1842,1159,2121,2079,4214,4310,1323,545,2377,1789,2684
2033-07-07,912,2182,4757,2989,2306,3384,2973,3144,2328,3623,1081,1781,251,1878,727,3125,2469,857,1802,2128
2033-07-08,3965,4583,3233,2005,3676,4531,3753,4233,720,4115,350,998,3922,4617,3858,1044,66,4061,1354,4930
2033-07-09,2067,1795,1505,1449,2802,3206,1229,1271,80,1887,2615,3472,1713,304,562,561,3708,4621,1355,1158
2033-07-10,465,2356,1135,265,1502,775,3309,2578,4529,4799,2171,1190,3587,1371,1364,863,2625,4558,955,2414
2033-07-11,3609,4043,2901,1204,4215,4082,1053,96,2271,2563,1811,455,420,698,3490,3316,3612,3296,378,2016
2033-07-12,1203,1430,1242,749,4727,2702,954,4902,3371,849,1806,1226,3191,1619,540,4416,4646,2480,504,2850
2033-07-13,3242,820,1144,1110,1746,4137,2997,3397,1870,1997,144,4261,4036,357,4041,873,2416,1407,1510,4570
2033-07-14,4624,2113,206,1324,2837,3798,1127,1019,1178,3734,3810,3255,1966,3857,766,4917,1342,3540,514,1066
2033-07-15,3293,3520,2177,3375,3451,1388,3463,1169,4962,3690,2566,832,3019,2072,2701,447,2985,152,4525,509
2033-07-16,4955,3917,4019,648,4589,2077,2062,326,4637,553,4202,3405,1213,2473,4454,4499,4646,3117,614,2423
2033-07-17,1243,4466,293,4702,224,2402,2150,390,180,934,1175,4967,520,514,2354,671,1212,1174,659,639
2033-07-18,3321,4400,2317,1565,3874,864,3572,1943,1256,744,1457,405,148,2380,4549,2603,525,925,4271,3753
2033-07-19,2909,700,2001,698,3055,2392,3038,2884,932,3295,4638,3225,385,4800,4079,3291,1329,4266,1573,2233
2033-07-20,3204,1042,3633,1809,3336,2594,1148,805,2647,106,4804,566,2816,1112,2254,539,16,2227,3487,3086
2033-07-21,4151,4086,1943,713,1457,1453,4280,1680,4968,1199,402,526,3811,3422,1113,2378,2328,4141,353,2705
2033-07-22,4231,3765,3982,3812,1305,265,3752,1084,4826,2119,3405,386,822,2963,1284,1147,4666,2728,2796,2818
2033-07-23,3824,851,2073,1038,516,3626,2156,4677,2630,1086,867,1187,4064,4044,3391,2393,442,607,3745,244
2033-07-24,2582,828,2342,3186,4822,3169,1586,2498,4222,3886,3017,3150,2157,3322,578,2692,1422,2333,4498,3578
2033-07-25,2922,3820,1782,3479,3724,2480,33,1557,4665,274,3232,3690,3417,4668,1848,289,4782,1524,266,3552
2033-07-26,978,4823,1656,1774,2023,1778,819,1283,4760,1706,4716,1766,2750,1692,2116,301,1552,3216,2077,4004
2033-07-27,178,4536,3112,3165,4121,33,885,2609,3346,1234,1385,4028,3225,4092,2083,2725,2982,3355,4026,3028
2033-07-28,71,3598,2571,2220,3350,3500,3437,3547,4302,1115,1341,1798,4131,2800,4382,3004,1809,3781,4869,1636
2033-07-29,4508,919,2210,1618,1459,2530,4226,661,1576,3670,4440,2181,3175,3151,3073,1306,1543,4446,1777,115
2033-07-30,255,2800,3694,4741,3895,1970,1945,3967,1413,2549,3463,4943,2985,1787,2028,875,3126,2200,696,1027
2033-07-31,4428,913,1343,3177,255,3877,2842,1115,865,135,1606,4392,757,2806,2704,560,4471,2992,2544,2090
2033-08-01,1701,1973,1247,4557,3900,101,4508,4835,4642,3968,3452,2870,4000,2302,3993,909,4921,792,732,4344
2033-08-02,3838,2229,4048,4066,4202,4092,1030,1678,3739,1310,2971,3496,1951,3541,2949,258,4814,506,3781,2498
2033-08-03,1268,4643,1380,4793,272,72,1657,2092,2993,1380,2208,2519,2106,2299,3921,3176,4934,4535,2337,2559
2033-08-04,4312,918,1866,339,1255,1831,4877,4350,3475,4159,579,4768,1426,952,511,1029,4467,2387,1730,1639
2033-08-05,4549,3821,3319,2094,3277,315,4996,2413,4678,4235,803,3432,2226,4483,323,521,4928,3064,4969,1230
2033-08-06,148,1189,2790,3181,3897,1674,1887,170,24,3399,4404,2492,1441,1682,3726,1408,1022,472,1166,3941
2033-08-07,2418,1614,1210,4768,1042,932,4277,522,2095,2589,3244,554,19,1381,2105,850,2364,173,3042,12
2033-08-08,3287,1330,195,571,2598,39,557,4750,3637,4248,2799,1309,1757,2405,960,3098,998,2188,1044,2556
2033-08-09,2167,970,273,3198,3400,4594,4049,3447,4414,4467,3681,774,2725,2241,761,683,1692,3334,3548,4516
2033-08-10,835,388,2871,532,1396,1226,2466,4482,774,2924,4700,3333,719,1260,778,2230,1815,4474,3790,1237
2033-08-11,2612,2229,1995,45,2980,3344,1160,2385,2584,639,1193,4772,3339,3450,3645,1303,3226,4793,225,2581
2033-08-12,2260,3230,2635,817,3852,4570,3842,4049,1387,710,338,1425,3040,4178,1817,3556,4260,1407,2402,3778
2033-08-13,4958,3234,3466,3264,3950,843,4430,306,3156,1010,3145,88,4715,2411,597,3913,2053,1250,2314,1428
2033-08-14,3436,798,3325,2218,3540,1360,3009,1341,2826,4917,1035,288,4205,2304,2081,3272,1894,1882,3803,609
2033-08-15,4694,3778,4162,3832,1264,3953,1321,389,3796,3525,3157,508,2945,2985,4098,2723,4844,4624,4983,1997
2033-08-16,1095,378,710,1075,251,678,3937,2460,4959,4203,3805,1959,1966,1783,3362,4534,91,2466,1830,3598
2033-08-17,2095,3889,1562,1174,3856,1122,1101,1227,3209,4522,194,2103,4950,1662,2604,2039,4137,4503,4649,1157
2033-08-18,1308,1180,651,2312,3250,4310,1530,3411,3877,2565,3607,1022,4230,653,4683,218,575,950,2631,3083
2033-08-19,3383,2469,4504,150,1450,3518,2473,4333,4087,4580,4040,1698,391,2400,3848,2985,2791,4184,78,594
2033-08-20,2400,747,657,3048,2994,3558,4906,265,3175,2039,3772,337,4071,4796,1479,3152,532,2317,129,2975
2033-08-21,3609,668,2743,4793,4703,3429,3540,4248,130,1308,906,48,2715,3947,2373,2566,3715,148,3709,1755
2033-08-22,154,4947,3448,814,3524,2732,491,4981,2604,4846,794,1768,1500,57,2565,1600,3865,4322,4384,1375
2033-08-23,459,3707,3682,3787,1363,4757,2692,2862,3730,1617,3115,4737,1540,2442,2934,1116,1391,4464,515,259
2033-08-24,611,760,168,1320,835,2094,2549,475,2669,2150,1615,3613,864,4250,3432,2508,1680,2682,3942,23
2033-08-25,636,1067,911,2588,3420,355,105,2916,1627,992,1251,3106,2440,3838,1724,112,1240,2399,2543,1307
2033-08-26,1426,2058,4449,3874,2225,1008,3651,3336,1683,1295,2048,1228,2462,1116,3182,4126,4288,4427,4290,373
2033-08-27,81,810,144,936,421,2148,4079,4430,255,1161,4757,3882,2514,3331,3182,1848,2108,1191,4250,739
2033-08-28,552,2954,3897,2399,454,13,118,3105,2031,3696,3590,3109,1093,4171,46,4270,4368,417,3322,3281
2033-08-29,4189,493,576,2627,1708,4930,2063,3864,900,430,4476,3802,2552,3433,1548,1767,4934,4786,4994,979
2033-08-30,1478,2507,1156,2121,1830,3700,3270,2379,3217,4223,3719,4933,3160,2555,4742,2098,2159,1911,137,1540
2033-08-31,4782,1512,352,3255,3049,4421,380,2307,2699,1836,320,2487,1987,677,1856,2175,140,4890,4739,1469
2033-09-01,3779,2988,1836,3832,3311,2028,1397,2404,3447,1522,658,3392,1516,4720,3959,709,1118,565,2767,2934
2033-09-02,23,4295,207,1252,3751,1579,68,4699,2180,2012,3877,282,402,4987,4471,3417,592,4366,3554,2332
2033-09-03,970,3395,3584,4586,2435,2137,4996,3232,1248,4663,2999,4748,4688,4052,3280,3997,2193,2125,243,1638
2033-09-04,2982,4882,175,3979,3849,4003,380,3651,79,1987,3677,698,1057,4253,973,3258,754,1181,2579,2422
2033-09-05,2056,396,3366,1395,2719,1742,209,2816,441,2280,3620,470,1239,4868,1954,3870,3415,1855,1263,4810
2033-09-06,3430,334,278,1984,2339,3408,425,3121,3770,618,299,1059,2006,2993,3887,1366,234,3463,1624,4651
2033-09-07,2495,1083,2515,3534,1581,1768,2545,3814,833,1687,1022,4349,575,1932,2770,830,1161,4964,234,1772
2033-09-08,4477,1891,3303,1309,4856,4107,2056,867,3025,2858,3845,3947,2488,922,974,4970,1101,4929,102,4792
2033-09-09,2244,975,3679,3472,4559,4024,2916,2770,254,4633,3986,2852,2146,277,1272,726,440,874,1777,3850
2033-09-10,4541,2570,2476,3973,3250,2142,3312,127,2186,3599,1774,3232,4736,4601,1406,1365,2010,1759,2215,2867
2033-09-11,1716,990,2288,993,269,2915,3283,1148,1495,1518,1090,3932,4927,3632,2588,3598,788,2501,4446,4546
2033-09-12,3552,4941,4528,1349,1144,2312,1994,1738,3679,4364,388,1947,4158,4833,817,1643,2817,2561,1360,1160
2033-09-13,836,4736,1845,2395,3116,1055,2705,2758,3072,3423,4538,1306,59,1990,293,874,2417,811,4121,4965
2033-09-14,2996,1896,4390,1781,4927,2004,1147,2395,2047,904,1603,534,3349,366,886,2620,4532,3543,2533,135
2033-09-15,1538,1612,4693,1462,2118,1924,2372,2320,4275,1860,1249,4560,728,1902,1886,367,931,3539,4589,647
2033-09-16,721,4094,4512,3007,3866,88,1334,4123,244,3858,754,4741,80,1714,262,4049,2663,4683,4833,2490
2033-09-17,4880,3985,4048,4645,2912,765,3603,1013,276,4929,298,2231,348,89,4777,1122,2162,4051,3858,4438
2033-09-18,4041,2106,4517,4625,3663,2041,2885,1325,2590,2607,3743,353,3595,518,3652,901,3588,4919,4343,920
2033-09-19,3272,2422,4702,4424,2304,1372,3776,2316,4926,3635,4196,1036,921,3024,2374,2460,639,2232,4452,1209
2033-09-20,4364,2567,1812,2362,1767,3177,1810,1350,2206,588,1654,1723,2083,4601,3444,3799,1093,4794,1228,2897
2033-09-21,4092,992,4623,112,3332,2873,3719,3155,4651,288,3278,2221,2664,2576,499,4145,1333,997,3020,2844
2033-09-22,875,3262,484,3983,920,4084,2752,4118,479,926,349,1364,1437,3260,151,435,2747,4090,443,4688
2033-09-23,1291,4342,2834,4010,822,593,4471,3438,1712,2079,3674,2396,1288,529,2374,2871,4921,3696,1937,1405
2033-09-24,4715,2747,3260,1542,2647,2925,419,2799,127,3837,3299,2835,2428,4644,2303,2603,4676,4127,4649,2832
2033-09-25,2323,3209,3517,915,1369,4768,2798,4481,1688,1913,3872,2233,2723,566,1539,422,3026,3706,549,3491
2033-09-26,3950,1984,4754,3501,2814,521,3805,1226,3413,4762,2578,4686,4919,1562,3140,1775,3870,153,1599,1452
2033-09-27,4342,705,3060,4239,1548,4657,995,4057,1481,2978,717,4449,844,222,2088,1177,3085,1910,1942,4846
2033-09-28,4284,1077,154,4331,728,3000,3826,3950,4492,1800,2559,2486,2867,2528,1822,4050,4907,950,2037,364
2033-09-29,2953,743,2050,4629,2292,712,1222,3888,1087,1069,919,821,2662,4546,4751,4539,2578,4170,1360,179
2033-09-30,3531,3122,3540,818,3845,3467,4332,4556,2958,2947,3477,2496,1366,1821,1468,1060,2314,433,1913,1453
2033-10-01,2058,4211,371,142,3568,4741,1352,3506,3025,836,4539,2987,3029,672,3408,1102,3386,1518,1583,2134
2033-10-02,3449,589,3635,3052,3860,3910,4212,2963,1026,1253,1706,78,3813,431,1380,180,593,1849,120,4675
2033-10-03,2655,3269,1076,3664,2919,4668,2135,2209,2329,328,2760,2516,658,2279,3579,960,189,3281,3508,1160
2033-10-04,4866,1422,553,1865,4086,288,3758,1241,605,2813,27,3911,2726,3526,4755,2286,2920,3923,2677,2970
2033-10-05,1674,409,3434,4147,2011,1827,450,3509,769,2242,1275,3594,3888,4540,3287,4574,1194,956,2195,3561
2033-10-06,3043,4446,4759,3787,4492,1557,3106,348,1556,2452,971,4012,1673,2856,3001,4905,2877,4155,3713,4301
2033-10-07,2571,2863,1481,2897,4851,2711,923,2020,594,2752,4527,4921,1285,203,3790,2062,330,3429,1892,3458
2033-10-08,2503,2206,4702,3378,163,3708,3944,4336,448,4161,2491,130,3689,2743,216,4340,222,4392,2941,1317
2033-10-09,3661,3952,4142,285,2940,2854,3892,2370,2984,4463,791,1671,2396,3271,952,423,2152,3036,4775,3457
2033-10-10,2446,4045,2954,162,4650,595,2691,539,1928,1755,4402,4872,3199,3207,2268,4470,2795,2670,214,48
2033-10-11,2585,1421,1913,1727,1329,4217,579,506,1501,4231,3838,3445,4473,1610,2280,4063,4333,1370,2994,4241
2033-10-12,3660,3655,747,4884,3792,3998,4186,965,1442,3278,121,1951,4675,913,1728,4832,1418,566,3799,4918
2033-10-13,3272,432,3804,2701,4122,3435,413,3015,2486,4647,4203,3518,3989,1517,875,1405,142,4531,2788,1182
2033-10-14,3382,3623,966,2403,467,927,2528,2094,3513,2282,2571,457,784,1705,3794,2612,2595,4683,3916,138
2033-10-15,347,4451,4817,2299,4031,1327,4318,239,4745,1992,1248,3484,1147,4740,2216,2646,3847,2846,3218,2551
2033-10-16,2324,3899,2534,1851,4869,1851,1146,21,13,1285,2726,1007,1311,2165,2503,511,3818,4490,3299,4800
2033-10-17,4216,3388,4034,4781,751,4023,2349,885,4902,3520,3815,3823,3489,3237,4970,4358,3231,3962,4240,2904
2033-10-18,4636,3923,4899,3125,601,744,4349,2699,2930,669,795,2978,3776,89,4896,4806,1745,1789,457,710
2033-10-19,153,4308,1059,3325,2527,3564,1239,425,3157,4096,202,1509,4009,1293,4373,483,4762,4400,4735,936
2033-10-20,739,335,761,4911,4569,1247,2513,2032,1427,3479,4164,1582,1476,4544,4252,3940,4208,846,3085,3821
2033-10-21,2395,734,4931,3087,1293,4951,3212,4892,3837,1390,2573,4722,1905,3068,4618,1649,3520,1965,4995,2605
2033-10-22,1031,3244,432,786,1255,1375,654,3206,3047,3480,4744,2759,4459,4452,4539,1383,1696,2448,2619,4585
2033-10-23,1874,4352,1342,2127,3886,1128,2402,3317,1023,2613,2088,1560,2292,4690,4643,2122,1339,2395,2038,1412
2033-10-24,152,2838,3645,1759,1554,1838,1242,3289,128,510,934,2531,2856,3763,2156,4860,1497,3563,2836,4736
2033-10-25,2667,52,1057,2917,4693,3043,1611,1052,3512,1315,362,2025,3485,1702,2048,720,2615,2154,926,1940
2033-10-26,4482,230,1216,1634,603,3721,4594,1931,3880,1369,1650,3522,3339,1915,4045,549,3102,4243,3761,3461
2033-10-27,4731,77,1193,4910,3260,259,966,4904,4817,3179,227,442,2242,4199,3460,21,126,306,3686,4902
2033-10-28,130,613,808,2954,3738,596,1406,1848,3193,2126,660,4291,4291,197,3034,4618,2534,3129,4267,3260
2033-10-29,4879,414,530,4047,1910,2569,1068,4553,1073,3793,1136,2222,4436,2569,833,1100,3684,3951,850,2172
2033-10-30,1223,2435,70,4302,1393,1777,874,4910,726,1519,2386,4767,1670,2871,4894,534,3119,4134,4079,1349
2033-10-31,1272,672,4579,4829,4239,4022,1093,3750,4074,4266,241,3258,3668,3126,4080,4016,1010,4477,788,1261
2033-11-01,1607,616,596,2383,4662,250,4400,4770,54,977,3131,1777,2147,3193,1072,1818,4368,430,4560,857
2033-11-02,963,2016,3558,4396,4131,3806,4374,2791,1058,467,3451,1110,245,4075,807,625,1902,1895,419,3692
2033-11-03,4269,4897,918,3569,4200,3771,3699,3191,2530,2031,3900,2173,359,4712,3940,555,1766,3546,739,2573
2033-11-04,4683,4329,1175,4265,836,3227,3206,1849,1452,3385,3086,3863,2920,4305,4584,1574,179,482,1573,309
2033-11-05,677,2105,391,2063,4611,3936,1550,4851,4857,2601,2586,538,2664,2236,3410,905,1823,2317,1592,3075
2033-11-06,487,2533,3125,671,3433,2521,2286,3390,1429,377,4743,3180,2896,4376,2433,1272,1251,1512,32,862
2033-11-07,2613,4253,4540,2641,1579,3696,2012,3160,3627,2993,4046,1007,351,4266,1910,1926,4059,4696,1193,4375
2033-11-08,1116,3804,3288,594,176,2490,458,2272,4631,1956,4009,368,2780,4154,3210,3197,2245,2730,4532,3384
2033-11-09,245,2261,4509,226,699,4477,3363,2220,347,4822,3418,1289,4045,3598,2902,3306,247,2682,1542,4334
2033-11-10,75,1387,3407,2863,2085,1562,4156,3421,4643,4832,2908,499,2228,4404,2888,1947,3691,2779,3463,2070
